Gene,loci,Training_Score,XGB_Score,Median_Pvalue,Gene_type,rsID_LEAD_SNP,minTRAIT
ABCC8,273,,0.765669643878937,0.0000000000000000000000000054,protein_coding,NA,SBP
DCDC1,274,,0.852129280567169,0.0000000251,protein_coding,"rs273592, rs61878206, rs919045",DBP
ATF1,275,,0.823303580284119,0.00000000000000000000008775,protein_coding,NA,DBP
CERS5,275,,0.833628356456757,0.0000000000000000000000000000000000000000000000000169,protein_coding,rs7302981,DBP
COX14,275,,0.378894656896591,0.000000000000000000000000000000000000000000000000001785,protein_coding,NA,DBP
DIP2B,275,,0.781917095184326,0.00000000000000000000351,protein_coding,NA,DBP
FAM186A,275,,0.416956067085266,0.0000000000000000000000276,protein_coding,rs61926181,DBP
FAM186B,275,,0.50710654258728,0.0000000145,protein_coding,rs7977389,PP
FMNL3,275,,0.641620337963104,0.000000003825,protein_coding,NA,PP
GPD1,275,,0.510269582271576,0.00000000000000000000000000000000000000000000000000535,protein_coding,NA,DBP
LARP4,275,,0.783852279186249,0.00000000000000000000107,protein_coding,NA,DBP
LIMA1,275,,0.868192493915558,0.0000000000000000000000000000000000000000000000000118,protein_coding,NA,DBP
LSM6P2,275,,0.102194614708424,0.00000000211,pseudogene,NA,PP
PRPF40B,275,,0.662407159805298,0.0000000137,protein_coding,rs7977389,PP
SMARCD1,275,,0.803198099136353,,protein_coding,NA,""
TMBIM6,275,,0.575415074825287,0.000000002505,protein_coding,NA,PP
CHD2,276,,0.775238692760468,0.0000000000839,protein_coding,rs11632112,PP
FAM174B,276,,0.540788292884827,0.000003385,protein_coding,"rs11074093, rs62020769",PP
C20orf141,277,,0.152434289455414,0.0000000244,protein_coding,NA,PP
CPXM1,277,,0.471668630838394,0.000000000934,protein_coding,NA,PP
TMEM239,277,,0.102194614708424,0.000000000168,protein_coding,rs2143635,PP
CHAF1B,278,,0.709048211574554,0.00000452,protein_coding,NA,SBP
MORC3,278,,0.765845000743866,0.0000004895,protein_coding,rs62229372,DBP
HLA-DQA1,279,0.75,0.694783210754395,0.0000000000000000000000000000000000000643,protein_coding,rs2187668,DBP
KLHL38,280,,0.629813551902771,0.00000685,protein_coding,NA,SBP
HAUS6,281,,0.859991431236267,0.0000000134,protein_coding,rs4977492,PP
PLIN2,281,,0.645924210548401,0.0000000936,protein_coding,rs111791351,PP
RRAGA,281,,0.56297105550766,0.0000000101,protein_coding,NA,PP
XPR1,282,,0.819676637649536,0.000000000000356,protein_coding,rs1043069,SBP
ATXN2,283,,0.787594318389893,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,protein_coding,NA,DBP
SH2B3,283,0.75,0.698517262935638,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007305,protein_coding,rs3184504,DBP
BCL7A,284,,0.684234261512756,0.000000000000021,protein_coding,rs11835818,"SBP, DBP"
MLXIP,284,,0.768312156200409,0.00000000000000003885,protein_coding,rs28498002,DBP
ABCC9,285,1,0.980823874473572,0.0000000000000105,protein_coding,rs704191,PP
CKB,286,,0.670805811882019,0.000000000000301,protein_coding,NA,SBP
MARK3,286,,0.821693360805512,0.0000000000000502,protein_coding,"rs8014182, rs17679259",DBP
TRMT61A,286,,0.752431690692902,0.00000000000103,protein_coding,NA,SBP
PLEKHH1,287,,0.786106526851654,0.00000000411,protein_coding,rs731681,DBP
TMEM229B,287,,0.526497304439545,0.000000009315,protein_coding,NA,DBP
MPPE1P1,288,,0.102194614708424,0.0000000000504,pseudogene,NA,PP
EIF2AK4,289,,0.849020719528198,0.000000000000151,protein_coding,"rs11629850, rs11070245, rs3736290",SBP
APOH,290,,0.871381759643555,0.000000003055,protein_coding,rs112260610,SBP
CYBRD1,291,,0.543473899364471,0.0000000000876,protein_coding,rs151054210,PP
MFSD6,292,,0.671938419342041,0.00000000000000197,protein_coding,NA,"DBP,PP"
TMEM194B,292,,0.613744854927063,0.0000000000000000205,protein_coding,rs13019278,"PP, DBP"
TTC28,293,,0.636744976043701,0.0000000158,protein_coding,rs9608690,SBP
PDGFC,294,0.75,0.791169464588165,0.000000000013,protein_coding,"rs17035181, rs7672622, rs4691380, rs6822892","SBP, DBP"
IRF5,295,,0.770293951034546,0.00000000319,protein_coding,rs4728142,SBP
C1GALT1,296,,0.880838751792908,0.000000000122,protein_coding,"rs10259085, rs1468520",DBP
PTPRD,297,,0.852639853954315,0.00000000000916,protein_coding,"rs35287509, rs4626664, rs1332813","SBP,DBP"
ADORA1,298,,0.894137561321259,0.0000000001265,protein_coding,rs33996239,DBP
MYBPH,298,,0.610559582710266,0.000000000155,protein_coding,NA,DBP
C1orf122,299,,0.536764025688171,0.00000000000000000394,protein_coding,NA,PP
MANEAL,299,,0.537162244319916,0.00000000000000620435,protein_coding,NA,PP
MTF1,299,,0.832634449005127,0.00000000000000000153,protein_coding,rs9729719,PP
YRDC,299,,0.372283309698105,0.00000000000000000394,protein_coding,NA,PP
JMJD1C,300,,0.781917095184326,0.00000000000000006345,protein_coding,NA,DBP
TRIM29,301,,0.687322735786438,0.0000000584,protein_coding,NA,DBP
ABCC8,302,,0.765669643878937,0.0000000000000000000000000054,protein_coding,NA,SBP
KCNJ11,302,1,0.931144058704376,0.0000000000000000000000000003894,protein_coding,rs5219,SBP
NCR3LG1,302,,0.376960963010788,0.00000000000000000000000000000168,protein_coding,rs7928810,SBP
NUCB2,302,0.75,0.82535582780838,0.00000000000000000000708,protein_coding,rs757081,SBP
BDNF,303,0.75,0.80031830072403,0.00000000000000000665,protein_coding,"rs11030119, rs962369, rs11030121",DBP
BDNF-AS,303,,0.464697450399399,0.0000000000000000213,antisense,NA,DBP
ATP10A,304,,0.604783773422241,0.00000000665,protein_coding,rs10873612,DBP
MXRA7,305,,0.419864416122437,0.0000000201,protein_coding,"rs7219390, rs35504735",PP
TCF4,306,,0.797267973423004,0.000000181,protein_coding,rs599550,SBP
ARVCF,307,0.75,0.832998692989349,0.00000000000000000000000000921,protein_coding,"rs12628032, rs2238786, rs1034565",PP
CCDC66,308,,0.796565771102905,0.00000000000354,protein_coding,NA,DBP
FAM208A,308,,0.754759669303894,0.0000000000000298,protein_coding,NA,DBP
RDH10,309,,0.782562434673309,0.00010765,protein_coding,rs7837090,SBP
RPL7,309,,0.681962609291077,0.0000133,protein_coding,NA,SBP
PTPN3,310,,0.920012712478638,0.000000000007145,protein_coding,NA,DBP
YBX1P6,310,,0.0803363472223282,0.00000000000974,pseudogene,NA,DBP
BNC2,311,,0.638416171073914,0.000000334,protein_coding,"rs2153271, rs11789875",PP
KANK1,312,,0.622577369213104,0.000000075,protein_coding,NA,SBP
TGFB2,313,,0.746112287044525,0.000000000000000157,protein_coding,"rs12088448, rs35981664",DBP
C10orf76,314,,0.510860860347748,0.0000227,protein_coding,rs11191156,PP
GBF1,314,,0.790864884853363,0.00005705,protein_coding,NA,PP
HPS6,314,,0.661211013793945,0.0000169,protein_coding,NA,PP
LDB1,314,,0.762107849121094,0.0000292,protein_coding,rs76904484,PP
NOLC1,314,,0.603322207927704,0.0000177,protein_coding,NA,PP
PPRC1,314,,0.6555295586586,0.0000161,protein_coding,NA,PP
CAND1,315,,0.859667122364044,0.000000001335,protein_coding,NA,SBP
MRPL40P1,315,,0.413054883480072,0.00000000101,pseudogene,NA,SBP
CDC16,316,,0.762107849121094,0.00000000000000000000691,protein_coding,"rs9590403, rs7321688, rs7331680, rs1928037",SBP
UPF3A,316,,0.812609672546387,0.000000000000000000000346,protein_coding,NA,SBP
DPF3,317,,0.79958838224411,0.000000000001785,protein_coding,rs4903064,"DBP, PP"
ZFHX3,318,,0.776323795318604,0.00000000315,protein_coding,rs62051555,PP
HIC1,319,,0.648608088493347,0.000000000000000000000034,protein_coding,rs4480845,"PP, SBP"
SMG6,319,,0.782743990421295,0.00000000000000000125,protein_coding,rs72819593,"PP, SBP"
YES1,320,0.75,0.866476595401764,0.0000000000000000004095,protein_coding,"rs12955644, rs34413141",SBP
GIPR,321,0.75,0.625854969024658,0.0000000000000554,protein_coding,"rs34783010, rs1800437, rs10423928",PP
QPCTL,321,,0.834663808345795,0.000000000000454,protein_coding,rs2287019,PP
SNRPD2,321,,0.718066692352295,,protein_coding,NA,""
ADCY3,322,,0.799345791339874,0.000000000000000255,protein_coding,"rs10164842, rs55701159, rs73920612","DBP, SBP"
DNAJC27,322,,0.547496855258942,0.000000000000000441,protein_coding,NA,SBP
DNAJC27-AS1,322,,0.482089042663574,0.000000000000000104,antisense,rs2196792,SBP
EFR3B,322,,0.399458736181259,0.000000000000000157,protein_coding,NA,SBP
JPH2,323,,0.665568470954895,0.0000000000000000115,protein_coding,"rs6031435, rs6017281, rs6130557",SBP
FNDC3B,324,,0.804236352443695,0.000000004294,protein_coding,rs4894535,PP
EPM2AIP1,325,,0.624815106391907,0.000000000324,protein_coding,NA,PP
LRRFIP2,325,,0.886984467506409,0.000000000886,protein_coding,NA,PP
MLH1,325,0.75,0.750693678855896,0.000000000187,protein_coding,NA,PP
PRADC1P1,325,,0.437371760606766,0.000000000309,pseudogene,NA,PP
TRANK1,325,,0.886918187141419,0.000000000010465,protein_coding,"rs4678915, rs6777217",PP
ATXN7,326,,0.783785998821259,0.0000000182,protein_coding,"rs3774702, rs3774729","DBP,PP"
THOC7,326,,0.784932374954224,0.0000000001685,protein_coding,NA,DBP
KLHL2P1,327,,0.492012023925781,0.00000000000000005665,pseudogene,NA,DBP
SYNPO2,327,,0.766325771808624,0.00000000561,protein_coding,rs4834735,DBP
PDE5A,328,0.75,0.811774969100952,0.000000000000000000321,protein_coding,rs66887589,DBP
PROM1,329,,0.906796932220459,0.00000000058,protein_coding,rs11730129,PP
DGKB,330,,0.648227095603943,0.00000000143,protein_coding,rs13240040,DBP
PTPRD,331,,0.852639853954315,0.00000000000916,protein_coding,"rs35287509, rs4626664, rs1332813","SBP,DBP"
COL27A1,332,,0.755841970443726,0.000000000008105,protein_coding,"rs2567707, rs2060132",PP
ZNF618,332,,0.761849701404572,0.00000000487,protein_coding,"rs13290326, rs10448275","PP, SBP"
FRMD3,333,,0.500815153121948,,protein_coding,rs115795127,""
EPB41,334,0.75,0.815658867359161,0.000000017,protein_coding,NA,DBP
MED18,334,,0.915012836456299,0.0000000000157,protein_coding,NA,SBP
PHACTR4,334,,0.693730115890503,0.000000000006575,protein_coding,"rs143167197, rs61748637, rs61785974","SBP, PP"
RCC1,334,,0.77116733789444,0.0000000000319,protein_coding,"rs6689862, rs2853736","SBP, PP"
TRNAU1AP,334,,0.789093375205994,0.000000000373,protein_coding,NA,SBP
CDC20,335,,0.811823964118958,0.000000000000000044,protein_coding,NA,SBP
ELOVL1,335,,0.800914287567139,0.0000000000000000238,protein_coding,NA,SBP
HYI,335,,0.742165923118591,0.000000042,protein_coding,NA,"DBP, SBP"
HYI-AS1,335,,0.387998342514038,0.000000569,antisense,NA,"SBP, DBP"
MED8,335,,0.793288588523865,0.00000000000000001755,protein_coding,NA,SBP
MPL,335,0.75,0.777450799942017,0.0000000000000000371,protein_coding,NA,SBP
SZT2,335,,0.886918187141419,0.00000000000000000912,protein_coding,"rs839755, rs2782643, rs6954","SBP, DBP"
TIE1,335,,0.898176670074463,0.0000000000000001004,protein_coding,NA,SBP
AGBL2,336,,0.750333845615387,0.0000000000257,protein_coding,rs7107356,"SBP,DBP"
C11orf49,336,,0.78877979516983,0.0000000000000000000815,protein_coding,NA,DBP
C1QTNF4,336,,0.653542280197144,0.0000000000353,protein_coding,NA,SBP
CELF1,336,,0.813266932964325,0.0000000000457,protein_coding,NA,"SBP,DBP"
FAM180B,336,,0.240848869085312,0.0000000000618,protein_coding,NA,SBP
FNBP4,336,,0.754992485046387,0.00000000000282500000000001,protein_coding,rs531328689,"SBP, DBP"
KBTBD4,336,,0.726842939853668,,protein_coding,NA,""
LRP4,336,,0.556414306163788,0.000000011725,protein_coding,rs1585453,"DBP, PP, SBP"
MTCH2,336,,0.586851716041565,0.0000000000354,protein_coding,NA,"SBP,DBP"
NDUFS3,336,0.75,0.609023451805115,0.0000000000543,protein_coding,rs11537751,"SBP,DBP"
NUP160,336,,0.73711109161377,0.0000000000126,protein_coding,NA,"SBP, DBP"
PACSIN3,336,,0.886355340480804,0.000000000000000000101,protein_coding,NA,DBP
PSMC3,336,0.75,0.749152362346649,0.00000000000000000000000000000000000000404,protein_coding,NA,"DBP, SBP"
PTPMT1,336,,0.445896595716476,0.0000000000573,protein_coding,rs11537751,SBP
PTPRJ,336,,0.874639093875885,0.0000000000000000000000482,protein_coding,NA,SBP
RAPSN,336,,0.623969852924347,0.0000000000376,protein_coding,rs7103648,"DBP, SBP"
SLC39A13,336,,0.487806409597397,0.000000000000000000000000000000000000000346,protein_coding,NA,"DBP, SBP"
SPI1,336,,0.805474638938904,0.0000000000000000000000000000000000000224,protein_coding,NA,"DBP, SBP"
PPM1A,337,0.75,0.810164391994476,0.0000000233,protein_coding,NA,DBP
AKAP13,338,,0.755473792552948,0.000000000757,protein_coding,"rs8024518, rs7166269, rs2061821, rs2061822, rs2061824, rs4075256, rs4075254, rs4843074, rs4843075, rs7162168, rs12909648","SBP, PP,DBP"
KLHL25,338,,0.787918150424957,0.000000000000458,protein_coding,NA,SBP
MSI2,339,,0.788515567779541,0.0000000000107,protein_coding,rs12325702,PP
KLHL29,340,,0.66972017288208,0.000000000658,protein_coding,NA,PP
UBXN2A,340,,0.527019441127777,,protein_coding,NA,""
GPN1,341,,0.715524077415466,0.00000000882,protein_coding,NA,SBP
SLC4A1AP,341,,0.799128711223602,0.0000000199,protein_coding,rs9678851,SBP
SUPT7L,341,,0.775940358638763,0.00000000987,protein_coding,NA,SBP
RPS7,342,,0.679684817790985,0.000002215,protein_coding,NA,DBP
ASCC2,343,,0.593072235584259,0.000000000972,protein_coding,NA,PP
CCDC157,343,,0.644639194011688,0.00000000004205,protein_coding,rs5753103,PP
GATSL3,343,,0.36800217628479,0.000000000204,protein_coding,NA,PP
RNF215,343,,0.875825464725494,0.000000000248,protein_coding,NA,PP
SF3A1,343,,0.781872749328613,0.0000000000579,protein_coding,NA,PP
TBC1D10A,343,,0.780192136764526,0.0000000007047,protein_coding,NA,PP
GFM1,344,,0.845056414604187,0.00000000000000166,protein_coding,"rs2303909, rs8455",DBP
LXN,344,,0.386119246482849,0.00000000000000166,protein_coding,"rs2303909, rs8455",DBP
MFSD1,344,,0.768299400806427,0.0000000000313,protein_coding,NA,DBP
MLF1,344,,0.426260381937027,0.00000000000000177,protein_coding,rs78151625,DBP
RARRES1,344,0.75,0.792275428771973,0.000000000000001835,protein_coding,rs9849301,DBP
BANK1,345,,0.396102130413055,0.0000000000000000000666,protein_coding,rs17248480,DBP
PPP3CA,345,0.75,0.780528068542481,0.000000000000000159817,protein_coding,"rs1527351, rs13116679, rs1441433",DBP
LRBA,346,,0.73826664686203,0.00000000185,protein_coding,rs6823767,SBP
MXD3,347,,0.708089530467987,0.00000000655,protein_coding,rs28362590,DBP
PRELID1,347,,0.728207588195801,0.000000002345,protein_coding,rs28362590,DBP
RAB24,347,,0.712442219257355,0.000000005285,protein_coding,NA,DBP
HFE,348,1,0.835668325424194,0.00000000000000000000000000000000000000000000000000000000662,protein_coding,"rs1799945, rs1800562",DBP
HIST1H1T,348,,0.283911377191544,0.00000000000000000000000000000000000000000000000000000537,protein_coding,NA,DBP
HIST1H2AC,348,,0.635733544826508,0.00000000000000000000000000000000000000000000000010815,protein_coding,NA,DBP
HIST1H2BC,348,,0.738225817680359,0.00000000000000000000000000000000000000000000000000000334,protein_coding,NA,DBP
HIST1H4C,348,,0.584865510463715,0.00000000000000000000000000000000000000000000000000000000293,protein_coding,NA,DBP
SLC17A2,348,,0.674383342266083,0.00000000000000000000000163,protein_coding,rs34525648,DBP
SLC17A3,348,,0.895970702171326,0.00000000000000000000329,protein_coding,"rs1408272, rs56027330",DBP
C6orf1,349,,0.362400382757187,0.00000000000204,protein_coding,NA,DBP
CYCSP55,349,,0.105120107531548,0.00000000000281,pseudogene,NA,DBP
GRM4,349,,0.716295123100281,0.0001701,protein_coding,NA,SBP
HMGA1,349,,0.789841890335083,0.00000000000374,protein_coding,rs73744859,DBP
KRT18P9,349,,0.102194614708424,0.00067985,pseudogene,NA,SBP
NUDT3,349,,0.786002099514008,0.0000000000955,protein_coding,rs115245297,DBP
RPL35P2,349,,0.102194614708424,0.00000000000366,pseudogene,NA,DBP
GTF2I,350,,0.82744562625885,0.00000128,protein_coding,rs34324971,DBP
STAG3L2,350,,0.642650306224823,0.00000114,pseudogene,NA,DBP
MARK2P10,351,,0.102194614708424,0.00000000000000117,pseudogene,NA,DBP
MTAP,352,,0.771938443183899,0.0000000257,protein_coding,"rs4364717, rs4615669",DBP
PAPPA2,353,,0.769688546657562,0.00000000000003695,protein_coding,rs12118102,PP
GPR157,354,,0.64659458398819,0.000000000196,protein_coding,NA,PP
FAM213A,355,,0.51988673210144,0.00000000205,protein_coding,NA,SBP
TSPAN14,355,,0.832719564437866,0.00000000000216,protein_coding,rs10887914,PP
APOLD1,356,,0.849011361598969,0.00000000000008200294,protein_coding,"rs72656645, rs2024385",SBP
DUSP16,356,,0.821614325046539,0.0000000000000323,protein_coding,"rs736107, rs11609905","SBP, PP"
LOH12CR1,356,,0.680695652961731,0.000000000000034,protein_coding,NA,PP
PAWR,357,,0.838694751262665,0.0000000000001161,protein_coding,rs8176822,PP
SYT1,357,,0.762002408504486,0.00000000000007735,protein_coding,"rs6539284, rs7963801",SBP
KIF26A,358,,0.564561665058136,0.00000000408,protein_coding,rs34161718,DBP
RIN3,359,,0.894591867923737,0.000000011315,protein_coding,"rs10498635, rs11160085",PP
FAM222B,360,,0.596963822841644,0.000000008199,protein_coding,NA,PP
RAB34,360,,0.817740797996521,0.000000000171,protein_coding,NA,PP
RP11-192H23.4,360,,0.356773436069489,0.00000000109,protein_coding,rs11568466,PP
SPAG5,360,,0.799959480762482,0.00000000109,protein_coding,NA,PP
SUPT6H,360,,0.784150540828705,0.000000000199,protein_coding,rs17720594,PP
CYTH1,361,,0.784932374954224,0.00000000000156,protein_coding,rs7217916,SBP
USP36,361,,0.644926607608795,0.0000000000005305,protein_coding,"rs2306526, rs9302885",SBP
FBLN7,362,,0.831814169883728,0.00000149,protein_coding,NA,DBP
MERTK,362,,0.859541296958923,0.0000000000608,protein_coding,rs28377357,DBP
TMEM87B,362,,0.75355738401413,0.000000639,protein_coding,rs7581849,DBP
CACNB4,363,1,0.887484014034271,0.000000000137,protein_coding,NA,PP
STAM2,363,,0.869665324687958,0.000000000103,protein_coding,rs4664080,PP
PNPT1,364,,0.762152194976807,0.00000000000258,protein_coding,NA,"DBP,SBP"
SMEK2,364,,0.456495583057404,0.0000000000000777,protein_coding,"rs55761024, rs7598650, rs1975487",DBP
CBFA2T2,365,,0.754348635673523,0.0000000000774,protein_coding,NA,DBP
CDK5RAP1,365,,0.80965667963028,0.000000000133,protein_coding,NA,DBP
PXMP4,365,,0.66013777256012,0.00000000000822,protein_coding,rs13042148,DBP
ZNF341,365,,0.611357629299164,0.00000000246,protein_coding,NA,DBP
PHLDB2,366,,0.734822869300842,0.00000000024,protein_coding,"rs28675079, rs6438013",DBP
PLCXD2,366,,0.709283947944641,0.00000000024,protein_coding,"rs28675079, rs6438013",DBP
PCDH18,367,,0.898679316043854,0.000000000000001655,protein_coding,rs9330353,SBP
RPS23P2,367,,0.105120107531548,0.000000000000186,pseudogene,rs13106448,DBP
NPR3,368,1,0.988345682621002,0.00000000000000000000000000000000000000000000000000000000000354,protein_coding,"rs7729447, rs3828591, rs3828589, rs1421811",SBP
AHRR,369,,0.708551406860352,0.0000000082,protein_coding,rs4957026,SBP
PLK2,370,,0.76353394985199,0.000000000333,protein_coding,rs1848510,DBP
EPB41L2,371,,0.751849234104157,0.000000000446,protein_coding,rs9885632,SBP
FOXC1,372,,0.819150507450104,0.00000000001503,protein_coding,rs2745599,SBP
GMDS,372,,0.793034672737122,0.0000000001121,protein_coding,rs2569842,"SBP, PP"
BAG4,373,,0.764438569545746,0.000000000000001285,protein_coding,NA,SBP
DDHD2,373,,0.87525874376297,0.000000000000000294,protein_coding,"rs2306899, rs1906672",SBP
FGFR1,373,,0.762764394283295,0.00000000000000515,protein_coding,NA,SBP
LETM2,373,,0.360903739929199,0.00000000000000814,protein_coding,rs56322953,SBP
LSM1,373,,0.791575193405151,0.00000000000000124,protein_coding,rs2843744,SBP
PPAPDC1B,373,,0.465680718421936,0.000000000000004,protein_coding,NA,SBP
WHSC1L1,373,,0.503858029842377,0.00000000000000472,protein_coding,"rs1906672, rs11785041",SBP
MAPKAP1,374,0.75,0.765228390693665,0.00000000000000188,protein_coding,NA,SBP
PPP6C,374,,0.775699138641357,0.00000000000000000000000000178,protein_coding,rs139703184,PP
RABEPK,374,,0.722892105579376,0.00000000000000000000000000473,protein_coding,NA,PP
SCAI,374,,0.774127304553986,0.0000000000000000000000000000187,protein_coding,"rs72765265, rs72765298",PP
FAM129B,375,,0.644656598567963,0.0000000107,protein_coding,"rs1891730, rs2252730",SBP
MLLT3,376,,0.821846425533295,0.0006626,protein_coding,rs2780841,SBP
ARID1A,377,,0.784993290901184,0.00000000135,protein_coding,NA,"SBP, DBP"
ZDHHC18,377,,0.837102055549622,0.000000000283,protein_coding,rs75460349,"DBP,SBP"
CYR61,378,,0.426533281803131,0.000001817,protein_coding,rs9658584,PP
DDAH1,378,0.75,0.865311026573181,0.0000248,protein_coding,rs12034319,PP
ANK3,379,,0.776957809925079,0.000000000892,protein_coding,rs10761530,DBP
CAPRIN1,380,,0.803198099136353,0.000000179,protein_coding,NA,SBP
NAT10,380,,0.837252140045166,0.000000328,protein_coding,NA,SBP
ANO1,381,,0.859980225563049,0.00000000000001995,protein_coding,rs875106,DBP
JMJD7,382,,0.622296810150147,0.0000000000000000001895,protein_coding,rs2241522,DBP
MAPKBP1,382,,0.733409583568573,0.0000000000000000006595,protein_coding,NA,DBP
MGA,382,,0.733169853687286,0.0000000000000000000832,protein_coding,rs4924570,DBP
PLA2G4B,382,,0.684512913227081,0.000000000000000000195,protein_coding,rs2241522,DBP
SLCO3A1,383,,0.756019353866577,0.00000000291,protein_coding,rs873122,DBP
MYH11,384,,0.915033638477325,0.000000000000000012,protein_coding,rs3915425,PP
ZNF423,385,,0.721953928470612,0.000000097,protein_coding,"rs10468291, rs4785340, rs34294937","DBP,SBP"
CDYL2,386,,0.714214205741882,0.00000000000006585,protein_coding,NA,PP
ADAP2,387,,0.792371690273285,0.000000373,protein_coding,rs3760318,DBP
ATAD5,387,,0.714576601982117,0.000000156,protein_coding,rs11080134,"SBP, DBP"
CRLF3,387,,0.792095482349396,0.000009055,protein_coding,NA,SBP
CPT1C,388,,0.850879609584808,,protein_coding,NA,""
RRAS,388,,0.810367524623871,,protein_coding,rs61760904,""
SCAF1,388,,0.725913107395172,,protein_coding,rs189349094,""
FIGN,389,,0.836949348449707,0.0000000000253,protein_coding,"rs4668424, rs59950510",SBP
PRPS1P1,389,,0.102194614708424,0.0000000000000000000000000000000000000000000000000000000152,pseudogene,NA,SBP
ZNF385B,390,,0.826773166656494,0.0000000000879,protein_coding,NA,SBP
ERBB4,391,,0.779840588569641,0.0000000018,protein_coding,rs12694277,SBP
SLC24A3,392,,0.727582216262817,0.000000000000000000000000000000000259,protein_coding,"rs6035355, rs6081613, rs6046140",PP
NFATC2,393,,0.775794267654419,0.0000000000014935,protein_coding,rs6021247,SBP
C22orf31,394,,0.152434289455414,,protein_coding,NA,""
TTC28,394,,0.636744976043701,0.0000000158,protein_coding,rs9608690,SBP
ZNRF3,394,,0.719242691993713,0.0000000000000002455,protein_coding,"rs916332, rs4823006, rs12321","SBP,DBP"
ZBTB38,395,,0.791200339794159,0.00000000000000000000181,protein_coding,"rs7624559, rs16851397, rs55788564",DBP
EFHB,396,,0.619273900985718,0.00000000018,protein_coding,NA,PP
KAT2B,396,,0.780528068542481,0.00000002635,protein_coding,rs4858758,SBP
PP2D1,396,,0.53157365322113,0.000000000000864,protein_coding,NA,PP
RAB5A,396,,0.818513095378876,0.000000000000798,protein_coding,NA,PP
CADM2,397,,0.749043345451355,0.00000000000000185,protein_coding,"rs9839708, rs62250714, rs1449386, rs1375564, rs9829032, rs13078807","PP,SBP"
SLC2A9,398,,0.851374506950378,0.00000585,protein_coding,NA,PP
WDR1,398,,0.716581106185913,0.0000002495,protein_coding,"rs3796822, rs13441",PP
TET2,399,0.75,0.709585785865784,0.000000000951,protein_coding,"rs4699165, rs2454206",PP
FAM193A,400,,0.751879155635834,0.0000000000329,protein_coding,"rs231708, rs3733215, rs4690028","SBP,PP"
HAUS3,400,,0.863585293292999,0.0000000000421,protein_coding,rs11937432,DBP
MXD4,400,,0.736468255519867,0.00000000000691,protein_coding,NA,DBP
POLN,400,,0.691483974456787,0.0000000000449,protein_coding,"rs55829085, rs9328764, rs10011549, rs10018786, rs11937432",DBP
RNF4,400,,0.816944420337677,0.000000000000438,protein_coding,NA,"PP,SBP"
TNIP2,400,,0.84333598613739,0.00000000111,protein_coding,NA,"SBP, PP"
FGF5,401,0.75,0.717766106128693,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000374,protein_coding,rs16998073,DBP
FAM13A,402,,0.750034749507904,0.0000000000147,protein_coding,"rs13149209, rs28767574",SBP
TMEM161B,403,,0.709551692008972,0.00000000000071,protein_coding,rs10059921,SBP
DCBLD1,404,,0.784879863262177,0.00000000000386,protein_coding,"rs7756187, rs35189230, rs13207962, rs9285425","SBP,PP"
GOPC,404,,0.898552179336548,0.00000000000386,protein_coding,"rs7756187, rs35189230, rs13207962, rs9285425","SBP,PP"
NUS1,404,,0.781015276908875,0.00000104,protein_coding,rs2498586,SBP
NCOA7,405,,0.772595226764679,0.000000000204,protein_coding,"rs11154334, rs10782230",SBP
RREB1,406,,0.803646922111511,0.0000036645,protein_coding,"rs1334576, rs76052955, rs35742417",PP
C7orf50,407,,0.281648129224777,0.00000001245,protein_coding,rs11974176,DBP
GPER1,407,,0.860079884529114,,protein_coding,NA,""
GPR146,407,,0.484850823879242,0.0000000118,protein_coding,NA,DBP
ZFAND2A,407,,0.677200615406036,,protein_coding,rs73033340,""
COG5,408,,0.853794753551483,0.00000206,protein_coding,"rs67183972, rs115172170",PP
HBP1,408,,0.764139175415039,0.000000405,protein_coding,NA,PP
DENND2A,409,,0.717967748641968,0.0000000699,protein_coding,rs12703989,DBP
SSPO,410,,0.454339563846588,0.00000000037485,processed_transcript,rs73727605,PP
ZNF467,410,,0.781294226646423,0.00000000127,protein_coding,NA,PP
JAZF1,411,,0.808967888355255,0.00000000719,protein_coding,rs10274928,SBP
SUGCT,412,,0.581504940986633,0.00000000000000000000000000492,protein_coding,"rs17171703, rs76206723, rs138890991",PP
PTK2,413,,0.847569644451141,0.000000000000149,protein_coding,"rs10087782, rs11777688, rs11781072","SBP, DBP"
PDLIM2,414,,0.72833776473999,0.00000361,protein_coding,NA,DBP
SORBS3,414,,0.853229582309723,0.000000372,protein_coding,rs1047030,"DBP, SBP"
WARS2,415,,0.703392803668976,0.0000000179,protein_coding,NA,DBP
AXDND1,416,,0.641365706920624,0.000000000828,protein_coding,NA,DBP
NPHS2,416,,0.555399835109711,0.000000000282,protein_coding,rs61747728,DBP
QSOX1,416,,0.859991252422333,0.000000157,protein_coding,"rs3767199, rs10913934",PP
TDRD5,416,,0.564879655838013,0.000000000117,protein_coding,rs150816167,DBP
CRB1,417,,0.689471960067749,0.000000005975,protein_coding,rs12042924,SBP
ESRRG,418,0.75,0.753470480442047,0.00000000343,protein_coding,NA,DBP
