Gene	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	ExomiserScore	humanScore_Exomiser	mouseScore_Exomiser	fishScore_Exomiser	ppiScore_Exomiser	RVIS_Score	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	GDI_Score	HIPred	IPA_Hyperlipidemia_Annotation	O_GlcNAc_Score	EMS_Max	ExAc_constraint_obs_exp	SignalValue_H3k27me3_median	SignalValue_H3k36me3_median	SignalValue_H3k79me2_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	label
GCKR	374.69897	0.961999	1.07362	8.54693	1.48807	1.8474	0.500437	0.406485	0.282433	0.481685	0.270639	1.87818	1.96367	0.846483	0.709056	0.303967	0.50937	0.36625	0.205464	0.256257	0.424045	0.908009	0.317024	0.0115315	0.495262	0.62719	0.216389	0.177009	0.179814	1.93262	0.207109	0.44785	0.230455	0.0403799	0.33839	0.38561	97.0148	0.387648	0.362914	0.0912584	0.3279	13.0286	0.643762	1.01984	0.215075	0.177042	0.27463	2.3026	3.87226	8.13392	0.306948	0.363828	0.686126	0.112689	0	0	0	0	0	-0.73	NA	NA	NA	NA	NA	9.78866	16.7667	4.35742	3.58E-16	6	26845	151.76469	0.378380299	1	NA	NA	NA	NA	3.21367	3.67071	14.3646	1.70609	NA	NA	probable
GDF1	8.301029996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	5.10748	8.29942	NA	0.544923744	NA	27544	947.71674	0.285495073	NA	NA	NA	NA	9.380675	3.17622	7.84985	NA	2.39943	23	3.09796	probable
GEMIN4	NA	15.5391	13.1227	7.89448	13.7085	12.7298	9.79165	17.1263	1.82321	2.24235	2.24399	8.21307	8.49305	3.76857	3.36236	1.77841	2.69707	2.52851	1.69868	1.94248	1.73171	15.6629	24.4642	31.4123	19.3052	19.9525	12.0621	9.48566	13.0879	15.6143	12.0998	19.6135	6.84056	3.60221	2.91017	5.37339	4.19815	13.4291	12.3993	6.90203	14.7693	22.2233	8.12442	20.2435	29.6964	29.6256	11.5939	12.1996	13.3426	79.7299	22.834	19.2068	16.8583	2.21268	0	0	0	0	0	3.4	NA	NA	NA	NA	NA	7.99006	14.8325	6.08634	1.89E-07	NA	9585	2013.5496	0.44160378	NA	NA	NA	NA	NA	3.38813	7.90241	16.5147	1.2626	32	1.71123	probable
GFER	10.52287875	14.2861	11.3694	12.8276	15.8504	15.1326	15.7729	18.5573	9.86244	12.3813	11.3955	39.018	39.4044	15.523	15.1312	10.6468	12.8142	12.2796	10.8857	14.1482	10.9058	14.356	16.8631	17.9388	14.5764	18.1487	21.2043	22.0935	17.7533	10.1383	18.6451	18.8189	7.46297	7.03373	11.4757	13.6918	11.8526	15.78	17.5559	10.08	17.4754	12.0783	19.9679	20.6877	11.1571	12.192	22.8361	17.7727	13.7731	26.8738	19.3278	19.4756	13.1639	4.79801	0.407347768	0.407347768	0	0	0	NA	NA	NA	NA	NA	NA	8.89858	13.6266	5.05851	1.85E-06	2	3542	149.48152	0.458504379	NA	NA	NA	NA	14.2496	7.01134	7.49128	12.1337	NA	NA	NA	probable
GIMAP6	13.69897	41.7346	29.078	9.57921	6.7768	13.6012	6.28008	15.6985	3.01402	2.74375	3.95359	1.95767	2.55163	3.3561	3.12509	3.47311	4.33078	2.9609	3.86831	6.08302	6.06316	32.7465	0.0405477	27.3928	11.0788	22.2374	9.10367	10.538	15.4168	6.37514	16.0076	25.2836	7.35817	10.3456	7.89705	13.3302	1.80449	40.9656	8.18611	3.58048	13.4347	5.91138	4.71837	10.507	6.09335	8.70026	24.6977	68.6362	9.14434	1.84566	28.1886	25.9486	9.64738	21.7545	0	0	0	0	0	1.06	NA	NA	NA	NA	NA	10.0702	39.6331	12.8076	0.09734362	5	7010	1915.22577	0.171636716	NA	NA	8.8056	NA	NA	6.94522	11.6841	16.3141	1.99731	38	1.49652	probable
GK5	10.09691001	11.615	7.3305	9.8972	22.5539	11.7855	10.9288	10.2707	2.37446	2.81932	2.76131	15.5809	14.7859	3.70801	3.55445	2.79886	3.46019	3.55924	2.45459	9.5948	3.42694	12.7338	10.3128	5.08024	17.9239	15.3831	17.6921	11.6375	8.47627	6.53909	7.54197	18.333	3.10581	1.88081	3.18704	7.29341	1.50777	9.23479	19.0915	1.93542	23.6113	25.8913	14.7056	16.2454	10.7606	11.4278	11.3431	4.55207	6.37728	8.91343	12.916	20.7924	11.1052	2.38603	0	0	0	0	0	-0.58	NA	NA	NA	NA	NA	10.3319	15.1867	8.521555	0.519887601	123	62035	25.18144	0.638582647	NA	NA	NA	NA	2.28403	1.78075	5.291	27.0683	NA	NA	NA	probable
GNA11	9.15490196	60.0244	48.3239	43.8169	84.7925	61.18	70.9678	65.7551	33.0082	43.0764	27.2262	140.505	153.029	55.8589	49.826	32.6052	31.4221	32.1325	25.6	33.768	24.7587	60.2224	66.9584	7.37375	60.1989	76.9093	81.8629	87.1188	84.9011	40.457	97.2849	94.2661	41.0032	32.2833	39.5527	37.7638	18.3799	70.9155	51.4733	38.6937	93.5949	68.2343	58.2899	81.0704	54.1354	58.9342	90.0457	36.7012	43.6009	104.736	75.4418	90.0866	52.4663	1.21859	0.447263176	0.447263176	0	0	0	-0.14	NA	NA	NA	NA	NA	7.25899	8.67302	6.84801	0.966183014	204	29594	30.42276	0.762403488	NA	4.21758896	NA	NA	NA	1.68392	6.93838	8.84724	1.8814	164	2.03631	probable
GNAO1	25.22184875	1.50163	1.68922	1.07682	3.75965	2.36165	6.56313	5.09301	58.7482	66.9325	74.3397	82.9347	92.0586	79.4984	82.9189	51.1716	53.7328	65.7996	65.0191	47.2043	41.9457	0.870997	0.0614569	0.0404557	1.79463	3.08385	40.326	12.4259	8.2966	0.950937	3.17846	4.18818	16.216	2.01529	0.720645	0.515982	5.75146	0.825736	1.33434	0.459633	2.3793	1.22866	40.7347	5.117	1.22463	1.43255	3.72516	1.22475	2.53683	12.2664	2.49794	5.7936	2.01037	0.260273	0	0	0	0	0	-0.74	NA	NA	NA	NA	NA	7.91814	6.49731	14.0713	0.984288177	1	166054	11.79169	0.824708164	NA	NA	NA	0.218937843	2.40749	3.63436	NA	14.6748	6.09363	28	3.61985	probable
GNMT	NA	1.65055	1.27618	1.33379	2.26659	1.99008	1.94925	1.86942	1.50023	1.73979	1.43695	3.87341	4.45725	1.93925	1.73516	1.67675	2.11331	1.74233	1.08396	1.81149	1.27395	3.15805	0.558012	1.12451	2.43658	2.19195	1.41657	0.937205	2.9081	0.925677	2.1621	3.00242	1.0793	1.64889	0.937793	1.66844	124.756	3.67809	8.23999	0.931081	3.20348	4.01906	9.04526	23.8547	1.36966	1.63651	2.31285	5.36103	21.1183	2.08684	3.90499	2.73695	1.65266	3.63226	0.328250186	0.328250186	0	0	0	0.06	NA	NA	NA	NA	NA	9.66023	15.3248	NA	0.667933556	7	3122	49.85197	0.644251704	1	NA	NA	0.382414633	3.07794	2.84019	NA	4.01051	1.19721	NA	NA	probable
GOLGA6L6	NA	0	0	0	0	0	0	0	0	0.0152335	0	0	0	0.0125837	0.0169298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63913	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.086864302	NA	NA	NA	0.111908376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
GOLGA7	NA	50.1276	45.9894	31.5264	54.7125	51.8432	53.5883	42.3102	65.7203	43.3557	55.006	55.3328	46.0858	42.0152	53.8363	65.2053	55.9916	46.7706	61.4974	119.67	78.4149	47.4756	55.5387	53.7735	55.5282	53.5064	46.1776	31.6203	42.3345	31.6948	43.6376	46.0638	15.5777	10.6157	26.077	35.1639	19.0176	43.4693	33.2983	16.0644	59.0095	46.7565	25.5401	39.1879	50.2348	53.9986	32.3794	37.5589	27.5481	52.0402	38.2055	52.9966	42.9537	37.7418	0	0	0	0	0	-0.01	NA	NA	NA	NA	NA	6.78399	24.6919	9.00843	0.691723361	1	20584	5.92607	0.653748095	NA	NA	NA	NA	2.17506	11.2312	8.32876	18.0216	1.63951	62	2.0157	probable
GPAM	64.69897	88.4463	73.8933	36.52	4.57952	8.57185	4.45346	4.69458	8.2209	6.97345	10.6644	5.5505	6.12113	7.12166	6.17566	3.94048	3.86049	10.6574	8.15607	3.24917	5.05482	29.6863	13.6549	4.25471	4.75033	4.81705	3.86446	3.39519	4.22397	2.30229	3.7302	4.13849	3.00934	2.66261	1.77974	2.25082	36.3679	3.33347	4.98038	3.20164	8.69615	5.47393	2.61703	3.25164	2.30435	2.46296	3.44325	3.16974	3.73041	8.10641	10.2897	6.12278	3.11537	0.245213	0	0	0	0	0	-0.24	NA	NA	NA	NA	NA	9.47429	30.3938	8.57534	0.000580579	6	65511	242.46149	0.524089813	1	NA	NA	NA	3.60582	3.06532	6.03028	16.1492	1.96622	NA	NA	probable
GPBAR1	NA	10.5659	11.2289	1.11207	1.3444	3.49251	0.655998	4.74634	0.073525	0.0895257	0.0818061	0.126435	0.169811	0.122341	0.10483	0.0879199	0.103474	0.0933482	0.0775939	0.11463	0.0870737	5.52762	0.126902	0.206248	0.518082	0.632537	2.62977	2.32923	1.94029	0.465059	1.39775	1.68481	2.00086	0.643929	0.460514	4.19572	0.52563	2.09174	0.515799	0.204723	1.8991	1.85121	0.857994	1.0419	0.840221	0.851493	1.99472	6.13285	2.5539	4.17406	1.6886	1.00245	0.582216	8.45534	0	0	0	0	0	0.06	0	0.00352903	0	0	0.001	12.4595	3.655	7.71591	1.86E-06	1	4363	75.49312	0.170125708	NA	NA	NA	NA	NA	4.73256	9.58425	15.1582	NA	11	2.36748	probable
GPD1	NA	568.981	388.967	1.74902	1.08458	15.2046	1.09402	1.80587	7.46239	5.99927	3.29743	11.824	11.4233	4.49977	4.88311	12.1087	9.08531	3.25826	3.89014	120.147	22.1973	210.865	0.235233	0.591113	0.440698	0.822586	1.01813	2.22782	1.19177	0.568314	0.817855	0.511521	4.14643	3.82185	54.9103	11.8121	72.7164	9.52234	10.755	153.501	20.9239	0.47318	2.2983	0.764339	6.2059	8.13451	29.9021	0.648041	1.56347	2.12954	2.11328	0.487787	0.635118	0.376774	0.608580619	0.608580619	0	0	0	0.15	NA	NA	NA	NA	NA	6.72525	33.4678	13.4356	0.147319093	1	7500	153.40117	0.332483917	1	NA	NA	NA	5.34166	3.52633	6.85438	24.7726	1.21845	2	1.93285	most likely
GPIHBP1	8.522878745	86.5249	80.2813	5.77491	3.22111	8.23368	3.31099	14.8869	6.99268	4.45652	5.89534	2.78639	3.68637	6.62261	5.62654	14.4388	9.93171	4.73025	7.37727	78.1403	30.3631	86.6606	0.0346151	0.263365	20.5845	16.1327	8.97326	4.91956	16.7716	4.20499	18.0678	31.409	5.54	17.9275	6.227	13.8761	0.799403	44.5865	6.30421	12.6149	24.6389	10.5744	6.16288	5.99643	9.13109	11.6849	5.09627	29.5097	4.60035	4.41569	11.1382	24.2909	14.6134	0.0793656	0.645497224	0.645497224	0	0	0	0.28	0.134615	0.00470958	0.334635	0.0197484	0.017	7.1195	NA	8.24832	0.023780963	0	3976	1903.93816	0.146139458	1	NA	NA	NA	5.20377	NA	NA	NA	1.16491	NA	NA	most likely
GPR108	NA	51.9123	45.4768	66.7951	60.9233	53.0164	53.0984	55.497	21.2159	22.7203	24.7564	35.7278	39.2554	28.1085	26.475	20.8575	22.4365	22.8512	22.6712	30.9061	26.2121	60.369	54.052	52.9899	78.7276	93.864	52.2915	51.2175	50.8105	54.5105	48.1467	77.1293	19.3693	12.4117	44.0976	48.22	26.5278	68.3984	62.9596	12.5768	73.0599	79.1604	44.225	75.0849	49.916	50.8113	58.3778	63.9007	45.5915	63.7292	88.8665	79.5219	67.1918	75.0305	0	0	0	0	0	0.27	NA	NA	NA	NA	NA	6.91831	9.552215	15.3098	1.69E-08	2	7689	318.67096	0.228539303	NA	NA	8.805	NA	1.96153	3.29547	3.12092	12.5275	1.66944	11	1.79429	probable
GPR146	NA	17.383	12.7554	0.7306	2.06192	4.25785	3.68839	5.77369	1.4173	1.36397	1.95245	3.48143	3.82516	2.03932	1.68824	1.29346	1.8253	1.31196	1.78755	2.32263	1.9822	14.3996	0.638899	3.14847	3.07743	6.39115	5.10688	2.753	5.11182	1.46126	4.74805	4.97401	1.65135	2.25292	1.24316	1.38339	1.67285	7.09477	2.80588	1.90044	9.57292	3.58111	1.26971	2.73034	3.57447	3.77964	2.6484	1.87359	3.8869	1.37953	4.78309	7.72348	3.44745	2.68933	0	0	0	0	0	-0.06	NA	NA	NA	NA	NA	13.5569	10.4491	11.6581	0.002794126	NA	14685	159.85173	0.255673796	NA	NA	NA	NA	NA	5.4868	1.82116	11.6431	2.01791	38	3.31298	probable
GPR182	8.397940009	0.300602	0.529893	3.45918	0.169788	0.360375	0.121943	0.385075	0.039555	0.0500443	0.0486921	0.16697	0.197725	0.0706392	0.0760755	0.0425707	0.047567	0.0465734	0.0401917	0.0751595	0.0362047	0.503863	0.0291838	0.0641436	0.771701	0.446745	0.283395	0.227276	0.364369	0.231451	0.294871	0.80756	0.0862487	0.0594835	1.05772	1.30773	1.01131	1.22874	0.10739	0.0630871	0.202042	0.357485	0.138775	0.301224	0.406807	0.479686	0.450407	26.2839	0.169222	5.91175	2.35866	0.541836	0.590174	0.0566223	0	0	0	0	0	-0.27	0	0.00356218	0.0950521	0.00040494	0.005	7.9634	3.29242	5.82206	0.000859696	0	2238	271.96548	0.18980889	NA	NA	NA	NA	3.46268	5.13172	1.1611	5.38196	1.78132	9	2.5869	probable
GPR42	NA	0.143642	0.341212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0330995	0	0.115692	0	0	0	0	0.188035	0.0594606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0493645	0.0565478	0.0346877	0.013263	0.0625176	0	0	0.327527	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.659177796	NA	2024	638.82366	0.317764372	NA	NA	0.069802	NA	5.57468	NA	NA	NA	NA	NA	NA	probable
GPX1	10.22184875	362.572	415.382	372.731	270.097	297.223	190.465	258.632	93.1468	111.246	73.1466	77.812	73.7384	122.028	132.259	85.1503	136.158	86.416	61.2269	152.628	132.651	303.375	512.172	380.512	229.373	249.373	173.673	151.492	192.307	226.752	190.125	219.013	112.215	67.8671	181.849	201.736	234.88	413.798	187.062	79.639	241.051	161.029	175.982	251.829	126.676	127.666	177.637	395.922	124.248	99.3517	231.203	180.788	225.652	541.499	0.357956668	0.357956668	0	0	0	0.24	1	0.491844	1	0.4708	0.477	8.85074	15.9639	12.3833	0.006931651	2	1424	1198.35095	0.272162974	NA	6.054841582	NA	NA	NA	8.756965	19.5297	14.0986	1.83935	9	2.8136	probable
GRIN2D	8.522878745	1.13023	0.857784	0.544408	0.443126	0.739491	0.557556	0.368293	2.84442	4.11665	1.35957	2.40025	3.08255	4.21639	3.64019	1.80024	6.10568	1.35968	1.04296	0.787343	1.81711	0.643211	6.80052	0.313998	0.313201	0.388404	0.199927	0.306928	0.330519	0.234945	0.328136	1.21012	0.31478	0.16909	0.140351	0.356308	0.132584	0.639116	0.529274	0.0586515	1.27651	0.439606	0.571317	0.65942	0.754902	1.12944	0.393121	0.494843	0.198666	2.87621	2.01507	0.29611	0.575029	0.18225	0	0	0	0	0	NA	0	0	0.0160428	0.00198922	0.002	8.97248	7.64434	6.26678	0.998648757	2	50056	114.71527	0.739532948	NA	NA	NA	NA	6.17021	4.15968	7.41005	11.5199	1.28527	NA	NA	probable
GRIN3B	37.30103	0.63394	0.466935	0.18171	0.717215	0.678084	0.504398	0.78645	0.153882	0.108615	0.299198	1.53349	2.20496	0.262755	0.142597	0.236233	0.265284	0.257191	0.155531	0.323172	0.138301	0.757706	0.654457	0.291234	1.27798	2.45236	0.518116	0.419002	0.537882	0.590477	0.495763	3.02127	0.261417	0.168224	1.27721	1.39637	0.19946	2.17399	0.670211	0.127066	2.53734	1.02895	2.43588	1.0889	1.01475	1.00587	0.662176	1.90826	0.328535	2.31353	2.63681	1.02412	1.3458	0.418847	0	0	0	0	0	NA	NA	NA	NA	NA	NA	6.64734	NA	NA	0.001113712	4	9313	14513.3031	0.47189948	NA	NA	8.8056	NA	7.64923	2.36038	12.7019	NA	NA	NA	NA	probable
GYS2	13.39794001	3.28281	0.403651	0.0998767	0.162161	0.278678	0.25086	0.264863	0.125893	0.135536	0.144924	0.459627	0.465455	0.158986	0.165985	0.115507	0.138549	0.147272	0.107843	0.0972535	0.119381	0.463175	0.0828054	0.0747446	0.491586	0.26746	0.323851	0.13701	0.270605	5.4815	0.268471	0.169297	0.137128	0.126356	0.273557	0.210937	45.8603	0.214349	0.179776	0.0617356	0.35548	0.204901	0.120643	0.168034	0.0358037	0.0544752	0.142461	0.148159	0.125982	0.165196	0.429731	0.247188	2.92278	0.0230959	0.745355992	0.745355992	0	0	0	0.32	NA	NA	NA	NA	NA	6.83876	NA	NA	1.22E-14	12	68658	423.9852	0.552530169	NA	15.5190834	NA	NA	3.63001	NA	NA	NA	NA	25	8.70381	probable
HADHA	NA	177.873	162.797	179.963	132.841	138.261	149.874	152.113	56.5972	54.6028	60.1673	84.2004	79.1661	60.5004	57.506	48.2089	59.347	59.859	56.1891	101.923	71.7141	161.076	193.958	203.664	151.557	137.534	143.717	150.806	176.558	126.425	182.532	121.108	166.382	215.667	88.3379	106.076	96.1255	134.899	113.582	343.457	152.508	160.213	106.704	113.14	151.167	152.38	150.242	116.458	117.709	112.69	129.201	142.676	142.391	82.9987	0.64296845	0.64296845	0	0	0	-0.64	NA	NA	NA	NA	NA	7.55518	56.8541	7.75098	0.015111331	13	54090	330.14198	0.426189721	NA	NA	NA	NA	NA	3.70318	5.76154	32.003	1.70882	96	1.83298	probable
HADHB	NA	96.9085	94.5236	186.471	67.5661	73.2918	76.1455	98.1808	59.7951	59.78	68.4136	44.8257	47.3585	61.1589	56.5222	44.4308	60.4312	58.829	56.3654	94.5897	98.5933	93.696	101.91	76.4717	70.0198	69.1586	84.5785	77.5449	108.539	69.3542	128.97	62.4095	223.279	307.527	72.2529	109.017	78.8233	79.5388	71.4961	375.296	82.9603	79.8885	51.1742	61.5736	71.6722	71.7629	84.488	76.6291	79.3649	78.0123	81.2949	71.3834	74.4181	35.46	0.64296845	0.64296845	0	0	0	-0.54	NA	NA	NA	NA	NA	10.0402	56.8541	16.3002	1.05E-07	10	47298	84.59855	0.228539303	NA	NA	NA	NA	NA	3.70318	5.6472	32.003	1.69829	68	2.28645	probable
HBS1L	2445.154902	8.77115	7.60243	7.83022	9.04322	9.1616	11.3539	8.64601	7.28897	7.0744	7.13861	12.9909	10.8167	8.00375	10.3597	8.03432	8.69355	7.17238	6.63795	18.9835	11.1993	8.15844	16.6032	19.4677	9.28192	9.82529	9.37346	6.09866	8.90162	7.72126	9.07267	8.67162	5.07132	5.41821	3.43108	4.50825	4.4471	7.65219	7.26522	15.9639	10.3653	9.64163	7.91344	7.23892	7.70693	8.30931	5.93013	5.55725	5.77685	9.57057	8.02793	10.6196	8.89615	1.97283	0	0	0	0	0	1.23	NA	NA	NA	NA	NA	7.86991	41.3075	10.8926	0.924522221	3	142678	375.67317	0.426189721	NA	4.087617762	NA	NA	2.90937	2.7169	5.38446	47.8788	1.28472	301	1.3186	probable
HCAR1	16	2.7393	5.74488	0.0711678	0.0929992	0.21915	0.185969	0.538534	0.117825	0.177574	0.153375	0.0740651	0.108169	0.1385	0.145912	0.0967809	0.114972	0.112212	0.181263	0.0893928	0.100453	10.0042	0.150668	0.108385	2.01135	1.09836	0.0467894	0.095602	0.0882629	0.141196	0.0513763	1.02223	0.0753831	0.0216329	0.758675	1.01226	0.0161227	0.273118	2.80564	0.0125012	0.714571	0.288085	0.556749	0.963308	0.167597	0.23753	0.103074	3.73317	2.30021	2.16945	2.3982	0.292511	0.587759	0.0191265	0	0	0	0	0	-0.36	NA	NA	NA	NA	NA	7.29474	7.49675	10.4367	0.14099939	NA	110566	238.79328	0.170125708	NA	NA	NA	NA	4.83689	5.25734	NA	14.2363	NA	NA	NA	probable
HCAR2	NA	9.04719	11.8786	0.109015	0.36695	1.07671	0.167519	2.32931	0.0903778	0.105668	0.105213	0.111569	0.133973	0.112929	0.0958534	0.112139	0.150081	0.0957388	0.0951604	0.217931	0.123715	6.43871	0.163676	0.505292	1.21098	0.519736	0.140363	0.390799	0.178467	39.9614	0.120531	1.05338	0.306633	0.0852009	3.00176	1.20698	0.534913	9.08776	10.936	0.0817604	0.694485	0.165509	0.395148	2.46681	31.076	28.5203	0.302144	18.0164	0.646903	4.63504	0.625564	0.196805	16.8588	78.0429	0	0	0	0	0	-0.07	NA	NA	NA	NA	NA	NA	NA	NA	0.020109273	NA	2050	51.73079	0.186891869	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable
HCAR3	7.22184875	1.4456	2.20733	0.0524662	0.173228	0.288887	0.0967431	0.495004	0.0541769	0.055141	0.0561471	0.0545441	0.073029	0.0707643	0.0369807	0.047574	0.0696327	0.0435385	0.0509001	0.0960269	0.0677583	2.27912	0	2.64722	0.118666	0.424215	0.0457649	0.0834067	0.0713697	10.4886	0.0394652	0.351972	0.159683	0.0475264	0.669377	0.532814	0.404284	4.25728	0.947774	0	0.193665	0.0753253	0.166979	0.617657	9.91011	8.7245	0.098632	11.6659	0.196732	0.30449	0.38318	0.107925	3.22452	70.3558	0	0	0	0	0	0.64	NA	NA	NA	NA	NA	7.29474	NA	6.91567	6.93E-06	NA	2136	4388.50195	0.186891869	1	NA	NA	NA	NA	NA	NA	8.82535	NA	NA	NA	probable
HELLS	37.52287875	0.821547	0.724538	0.767739	0.783244	0.762307	0.516085	1.35909	0.304317	0.381835	0.342625	7.85361	5.42426	0.448602	0.608154	0.341038	0.762588	0.497694	0.269642	0.719837	0.395362	1.12957	5.90542	30.7146	2.6693	2.88628	0.493704	1.36573	0.613561	4.04532	0.516829	1.98756	0.30217	0.129738	0.926628	1.95541	0.332517	1.36573	1.31634	0.0937862	1.17029	2.96889	3.37763	1.89205	2.10811	2.16261	3.26323	3.39153	0.929935	10.4619	1.14633	2.6369	3.14854	0.278661	0	0	0	0	0	0.02	NA	NA	NA	NA	NA	7.5952	47.4287	12.65	0.999418431	8	68115	64.90459	0.75617367	NA	0	NA	NA	NA	9.60003	6.55719	41.6906	1.16358	101	1.78595	probable
HFE	269.69897	5.22468	4.87679	8.81602	6.58194	5.87146	5.01614	5.81896	0.768603	0.716574	0.948483	0.321095	0.521071	0.706755	0.669384	0.669634	0.598945	0.860629	0.725777	1.54238	0.907247	5.40223	15.6539	2.41589	5.85486	6.47573	5.88768	4.28323	4.87901	3.61023	4.51896	5.67733	2.2451	1.07014	2.08369	2.58984	3.24452	4.46479	5.47019	0.614463	6.3345	6.28959	1.3168	6.09114	2.65165	2.31033	4.1435	7.80063	3.97119	1.55111	6.37591	6.18254	5.30684	0.806209	0.530051628	0.530051628	0	0	0	0.08	0	0.000328407	0.5	0.0213708	0.017	6.3529	16.2872	10.3536	8.50E-07	6	11062	796.87118	0.146511853	1	NA	NA	NA	2.04885	NA	NA	14.7083	1.1772	NA	NA	probable
HIST2H3PS2	NA	0.279331	0.509052	5.71531	0.647978	0.649625	0.510148	0.466586	0.373846	0.398645	0.469499	1.96256	1.55279	0.377461	0.395172	0.351815	0.710313	0.49683	0.359114	1.20317	0.650174	0.446531	2.82908	0	0.504629	0.958746	0.363312	0.24464	0.596194	0.666988	0.589871	0.724556	0.262791	0.0441007	0.0867251	0.0395837	0	0.748518	0.411854	0	0.606587	10.178	0.461214	1.02222	0.280011	0.166739	0.397608	2.95752	2.45452	1.29318	0.68767	1.07925	0.398607	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13598352	NA	NA	NA	0.186891869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
HKDC1	7.397940009	0.11574	0.110279	0.0562926	0.0869731	0.299268	0.0658388	0.0488002	0.853124	0.58389	1.70318	1.07382	1.9356	0.748515	0.598669	0.494719	0.511425	1.11971	1.19068	0.189151	0.561769	0.0645963	0.278954	0.0771639	0.115457	0.493485	0.129869	1.63452	0.0956185	0.142988	0.127128	1.2953	0.0282738	0.00924224	10.093	10.5485	0.832635	1.22438	0.170684	0.0148704	9.7764	0.068073	0.51444	0.143454	0.232497	0.238442	28.2817	0.571456	0.2353	2.1647	5.55929	0.266938	0.181456	0.304066	0	0	0	0	0	0.28	NA	NA	NA	NA	NA	9.89387	11.4689	7.67132	1.85E-12	5	47256	2378.97896	0.589428782	NA	5.228826128	NA	NA	2.21057	2.62599	NA	9.83813	1.66232	3	1.65982	probable
HMX3	NA	0	0.214753	0.0204336	0	0	0	0	0	0	0	0	0	0	0	0	1.36337	0	0	0	0	0	0	5.8719	0	0	0.257048	0.273038	0	0	0	0	0	0	0.0456691	0	0	0	0	0	0	0	0.405343	0	0	0	0.225958	0	0.030158	0.527398	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	7.47996	8.49369	NA	0.772661528	NA	1779	185.69332	0.55908674	NA	NA	NA	NA	18.8606	3.51108	8.04295	NA	1.23532	19	1.19241	probable
